ticker,name,sector,region,style,z_momentum,z_valuation,z_growth,z_quality,z_risk,score_raw,score_adj,score,profile,date,z_efficiency,data_completeness,z_value,z_cashflow,z_dividend,debt_flag,quality_of_earnings,operating_cf_margin,cash_ratio,debt_to_ocf_ratio,cash_conversion_cycle,qoe_flag,cf_quality,mom_6m,revenue_cagr_3y,eps_cagr_3y,pe_ttm,roe,operating_margin,fcf_yield,debt_to_equity
BYD,BYD Company,Automotive,China,Growth,-0.067,,-0.294,0.143,-0.93,0.031,2.0,49.74,quality,18-10-25,1.078,78.3,0.396,-0.255,-0.438,🟢 Zero,1.69,23.7,0.51,4.12,3.41,🟢 Excellent,🟡 Good,,5.26,7.61,12.75,,23.73,7.02,
PYPL,PayPal,Fintech,US,Blend,-0.138,,-0.245,-0.033,-0.093,-0.078,7.0,59.0,quality,18-10-25,-0.402,66.7,0.412,-0.016,0.0,🟢 Zero,1.3,18.78,0.14,1.63,,🟢 Excellent,🟡 Good,,7.82,-0.18,14.43,,19.08,8.22,
GOOGL,Alphabet,Tech,US,Blend,0.229,,-0.069,0.592,0.193,0.247,16.0,76.65,quality,18-10-25,0.216,71.7,-0.292,0.017,-0.523,🟢 Zero,1.16,36.0,0.26,0.19,,🟡 Good,🟢 Excellent,,10.75,9.61,27.03,,32.68,2.18,
PEP,PepsiCo,Consumer Defensive,US,Value,0.08,,-0.307,-0.029,-0.844,-0.192,3.0,51.21,quality,18-10-25,0.232,78.3,-0.005,-0.459,0.658,🟢 Zero,1.61,13.28,0.27,3.69,10.97,🟢 Excellent,🟠 Fair,,4.94,7.93,29.22,,13.5,3.36,
1810.HK,Xiaomi,Consumer Electronics,China,Growth,-0.382,,-0.056,-0.278,-0.121,-0.168,-15.0,17.19,quality,18-10-25,-0.205,48.3,-0.005,-0.088,0.0,🟢 Zero,,,0.19,,,🔴 Poor,🔴 Poor,,3.68,6.95,29.27,,7.49,,
MELI,MercadoLibre,Ecommerce/Fintech,LatAm,Growth,-0.334,,0.686,0.202,-0.249,0.297,23.0,89.99,quality,18-10-25,0.403,73.3,-0.4,0.422,-0.567,🟢 Zero,4.13,35.16,0.16,0.81,-38.69,🟢 Excellent,🟢 Excellent,,43.24,184.49,50.0,,12.3,7.19,
AMZN,Amazon,Ecommerce,US,Growth,-0.169,,0.024,0.05,-0.184,-0.021,15.0,74.25,quality,18-10-25,0.557,71.7,-0.084,-0.347,0.0,🟢 Zero,1.72,18.08,0.44,1.08,-2.56,🟢 Excellent,🟡 Good,,10.74,21.1,32.48,,11.37,0.59,
MQ,Marqeta,Fintech,US,Growth,-0.41,,-0.369,-0.518,0.74,-0.252,-24.0,0.0,quality,18-10-25,0.285,63.3,0.149,-0.249,0.0,🟢 Zero,-0.84,9.86,2.49,0.24,-50.86,🔴 Poor,🟠 Fair,,-0.66,,,,-19.42,1.51,
ASR,Grupo Aeroportuario del Sureste,Infrastructure,LatAm,Value,-0.179,,0.036,0.636,0.873,0.626,19.0,83.04,quality,18-10-25,0.745,78.3,0.96,0.798,0.724,🟢 Zero,1.19,48.94,3.41,1.14,-23.67,🟡 Good,🟢 Excellent,,18.59,31.32,12.44,,55.04,87.68,
ATAT,Atour Lifestyle,Hospitality,China,Growth,-0.085,,0.626,0.195,0.183,0.378,16.0,76.89,quality,18-10-25,0.943,76.7,0.334,0.342,-0.408,🟢 Zero,1.28,21.23,1.28,0.98,-45.78,🟢 Excellent,🟡 Good,,50.0,106.4,26.84,,22.23,32.99,
SE,Sea Ltd,Ecommerce/Fintech,Asia,Growth,-0.242,,0.288,-0.044,-0.113,0.046,15.0,74.37,quality,18-10-25,0.376,65.0,-0.603,0.072,0.0,🟢 Zero,3.8,23.55,0.21,0.9,-10.6,🟢 Excellent,🟡 Good,,19.1,,82.51,,7.49,,
TKO,TKO Group Holdings,Media & Sports,US,Blend,-0.031,,-0.001,0.163,-0.428,0.031,15.0,74.34,quality,18-10-25,0.244,71.7,-0.351,-0.078,0.135,🟢 Zero,3.75,20.26,0.78,3.84,,🟢 Excellent,🟡 Good,,39.55,-67.43,77.57,,21.64,4.57,
D05.SI, DBS Group Holdings Ltd, Bank,Singapour,,0.047,,0.007,0.063,0.096,-0.009,-22.0,4.24,quality,18-10-25,-0.637,36.7,0.473,0.0,1.138,🟢 Zero,,,,,,🔴 Poor,🔴 Poor,,16.17,18.38,13.2,,,,
ABBNY,ABB Ltd,Industrials,Europe,Blend,0.09,,-0.32,-0.063,-0.222,-0.173,11.0,66.39,quality,18-10-25,0.064,75.0,-0.268,-0.327,-0.123,🟢 Zero,1.1,13.77,0.28,1.69,,🟡 Good,🟠 Fair,,4.31,-4.7,30.42,,16.01,2.77,
KNM,Konami Group Corp,Entertainment,Asia,Blend,0.0,,0.0,0.0,0.0,0.0,-22.0,4.26,quality,18-10-25,0.0,0.0,0.0,0.0,0.0,🟢 Zero,,,,,,🔴 Poor,🔴 Poor,,,,,,,,
LMND,Lemonade Inc,Fintech,US,Growth,-0.077,,0.072,-0.499,0.114,-0.319,-21.0,5.55,quality,18-10-25,-0.435,36.7,0.171,-0.404,0.0,🟢 Zero,0.06,-1.93,,,,🔴 Poor,🔴 Poor,,60.06,,,,,-0.6,
NVTS,Navitas Semiconductor,Semiconductors,US,Growth,1.276,,-0.004,-1.995,1.09,-0.99,-10.0,25.1,quality,18-10-25,-1.014,55.0,-0.134,-0.55,0.0,🟢 Zero,0.39,-71.41,4.1,,100.16,🔴 Poor,🔴 Poor,,51.97,,,,-164.64,-1.62,
MHVYF,Mitsubishi Heavy Industries,Industrials,Asia,Value,0.313,,-0.107,0.092,-0.378,0.188,15.0,74.64,quality,18-10-25,-0.451,75.0,0.583,0.808,-0.295,🟢 Zero,7.54,45.35,0.21,1.79,,🟢 Excellent,🟢 Excellent,,9.2,29.3,60.21,,6.38,603.88,
SPHR,Sphere Entertainment,Entertainment,US,Turnaround,0.202,,-0.189,-0.378,-0.563,-0.363,-20.0,23.66,quality,20-10-25,-0.71,58.3,0.347,-0.407,0.0,🟢 Zero,2.57,-11.51,0.41,,70.92,🟢 Excellent,🔴 Poor,,16.62,,,,-29.64,-6.24,
TSM,TSMC,Semiconductors,Asia,Blend,0.18,,0.043,0.935,0.32,0.619,28.0,100.0,quality,20-10-25,0.238,78.3,0.35,0.724,-0.508,🟢 Zero,1.48,62.77,1.63,0.49,-17.85,🟢 Excellent,🟢 Excellent,,22.17,25.05,32.75,,48.72,79.58,
BAKKA.OL,Bakkafrost,Food,Europe,Value,0.064,,-0.534,0.009,-0.112,-0.284,7.0,65.86,quality,20-10-25,-0.311,75.0,-0.263,-0.629,1.121,🟢 Zero,4.51,15.41,0.63,3.67,,🟢 Excellent,🟡 Good,,9.71,-12.02,81.16,,5.07,-0.22,
UBER,Uber Technologies,Mobility,US,Growth,-0.104,,0.452,0.101,-0.173,0.13,5.0,63.39,quality,20-10-25,0.511,65.0,-0.074,-0.069,0.0,🟢 Zero,0.7,18.57,0.51,1.27,,🔴 Poor,🟡 Good,,36.07,,15.96,,9.53,4.37,
GRAB,Grab Holdings,SuperApp,Asia,Growth,-0.144,,0.041,0.044,0.808,0.053,19.0,85.09,quality,20-10-25,-0.406,68.3,-1.214,0.363,0.0,🟢 Zero,6.55,23.67,1.14,0.5,39.09,🟢 Excellent,🟡 Good,,60.62,,283.5,,2.8,2.63,
ZTS,Zoetis,Healthcare,US,Blend,-0.103,,-0.296,0.594,-0.556,0.073,19.0,85.12,quality,20-10-25,-0.548,78.3,-0.291,-0.094,-0.575,🟢 Zero,1.12,31.21,0.58,2.3,111.7,🟡 Good,🟢 Excellent,,5.98,6.87,24.97,,37.51,3.45,
NU,Nu Holdings,Fintech,LatAm,Growth,-0.007,,0.517,0.237,0.29,0.237,9.0,69.79,quality,20-10-25,-0.609,48.3,-0.231,0.491,0.0,🟢 Zero,1.71,43.95,,0.15,,🟢 Excellent,🟢 Excellent,,93.29,,32.79,,,4.91,
1211.HK,BYD Company,Automotive,China,Growth,-0.244,,0.335,-0.267,-0.112,-0.041,-12.0,36.63,quality,20-10-25,0.247,55.0,0.361,-0.086,-0.765,🟢 Zero,,,0.21,,,🔴 Poor,🔴 Poor,,53.2,136.45,12.8,,6.06,,
PYPL,PayPal,Fintech,US,Blend,-0.113,,-0.293,0.001,-0.14,-0.08,7.0,66.18,quality,20-10-25,-0.44,66.7,0.381,-0.019,0.0,🟢 Zero,1.3,18.78,0.14,1.63,,🟢 Excellent,🟡 Good,,7.82,-0.18,14.82,,19.08,8.0,
GOOGL,Alphabet,Tech,US,Blend,0.171,,-0.191,0.609,0.17,0.234,16.0,80.7,quality,20-10-25,0.188,71.7,-0.314,0.029,-0.512,🟢 Zero,1.16,36.0,0.26,0.19,,🟡 Good,🟢 Excellent,,10.75,9.61,27.38,,32.68,2.15,
PEP,PepsiCo,Consumer Defensive,US,Value,0.045,,-0.376,-0.002,-0.934,-0.201,3.0,59.76,quality,20-10-25,0.265,78.3,-0.015,-0.489,0.755,🟢 Zero,1.61,13.28,0.27,3.69,10.97,🟢 Excellent,🟠 Fair,,4.94,7.93,29.21,,13.5,3.36,
1810.HK,Xiaomi,Consumer Electronics,China,Growth,-0.35,,-0.157,-0.244,-0.139,-0.172,-15.0,31.75,quality,20-10-25,-0.205,48.3,-0.025,-0.088,0.0,🟢 Zero,,,0.19,,,🔴 Poor,🔴 Poor,,3.68,6.95,29.28,,7.49,,
MELI,MercadoLibre,Ecommerce/Fintech,LatAm,Growth,-0.293,,0.547,0.234,-0.289,0.292,23.0,91.7,quality,20-10-25,0.448,73.3,-0.434,0.433,-0.489,🟢 Zero,4.13,35.16,0.16,0.81,-38.69,🟢 Excellent,🟢 Excellent,,43.24,184.49,51.9,,12.3,6.93,
AMZN,Amazon,Ecommerce,US,Growth,-0.168,,-0.097,0.075,-0.224,-0.029,15.0,78.73,quality,20-10-25,0.604,71.7,-0.109,-0.352,0.0,🟢 Zero,1.72,18.08,0.44,1.08,-2.56,🟢 Excellent,🟡 Good,,10.74,21.1,33.0,,11.37,0.58,
MQ,Marqeta,Fintech,US,Growth,-0.366,,-0.207,-0.496,0.744,-0.207,-24.0,17.67,quality,20-10-25,0.399,63.3,0.097,-0.239,0.0,🟢 Zero,-0.84,9.86,2.49,0.24,-50.86,🔴 Poor,🟠 Fair,,-0.66,,,,-19.42,1.5,
ASR,Grupo Aeroportuario del Sureste,Infrastructure,LatAm,Value,-0.19,,-0.079,0.677,0.847,0.64,19.0,86.01,quality,20-10-25,0.888,78.3,0.979,0.805,0.824,🟢 Zero,1.19,48.94,3.41,1.14,-23.67,🟡 Good,🟢 Excellent,,18.59,31.32,12.38,,55.04,88.11,
ATAT,Atour Lifestyle,Hospitality,China,Growth,-0.1,,0.458,0.22,0.151,0.37,16.0,80.91,quality,20-10-25,1.015,76.7,0.321,0.353,-0.39,🟢 Zero,1.28,21.23,1.28,0.98,-45.78,🟢 Excellent,🟡 Good,,50.0,106.4,27.2,,22.23,32.55,
SE,Sea Ltd,Ecommerce/Fintech,Asia,Growth,-0.219,,0.204,-0.011,-0.149,0.051,15.0,78.86,quality,20-10-25,0.458,65.0,-0.631,0.073,0.0,🟢 Zero,3.8,23.55,0.21,0.9,-10.6,🟢 Excellent,🟡 Good,,19.1,,85.41,,7.49,,
TKO,TKO Group Holdings,Media & Sports,US,Blend,-0.084,,-0.053,0.197,-0.507,0.033,15.0,78.83,quality,20-10-25,0.278,71.7,-0.34,-0.095,0.204,🟢 Zero,3.75,20.26,0.78,3.84,,🟢 Excellent,🟡 Good,,39.55,-67.43,76.57,,21.64,4.63,
D05.SI,DBS Group Holdings Ltd,Bank,Singapour,Value,0.009,,-0.013,0.082,0.091,-0.006,-22.0,21.1,quality,20-10-25,-0.657,36.7,0.482,0.0,1.2,🟢 Zero,,,,,,🔴 Poor,🔴 Poor,,16.17,18.38,13.2,,,,
ABBNY,ABB Ltd,Industrials,Europe,Blend,0.06,,-0.383,-0.033,-0.269,-0.176,11.0,72.27,quality,20-10-25,0.053,75.0,-0.287,-0.333,-0.057,🟢 Zero,1.1,13.77,0.28,1.69,,🟡 Good,🟠 Fair,,4.31,-4.7,30.7,,16.01,2.74,
9766.T,Konami Group Corp,Entertainment,Asia,Blend,0.008,,-0.197,0.177,0.719,0.067,15.0,78.88,quality,20-10-25,0.009,75.0,-0.356,0.028,-0.57,🟢 Zero,1.41,24.85,2.53,0.56,,🟢 Excellent,🟡 Good,,12.07,10.87,39.22,,24.39,1.34,
LMND,Lemonade Inc,Fintech,US,Growth,-0.126,,0.054,-0.48,0.109,-0.32,-21.0,22.17,quality,20-10-25,-0.469,36.7,0.101,-0.399,0.0,🟢 Zero,0.06,-1.93,,,,🔴 Poor,🔴 Poor,,60.06,,,,,-0.58,
NVTS,Navitas Semiconductor,Semiconductors,US,Growth,1.305,,0.021,-1.944,1.097,-0.959,-10.0,38.32,quality,20-10-25,-0.983,55.0,-0.199,-0.527,0.0,🟢 Zero,0.39,-71.41,4.1,,100.16,🔴 Poor,🔴 Poor,,51.97,,,,-164.64,-1.39,
MHVYF,Mitsubishi Heavy Industries,Industrials,Asia,Value,0.334,,-0.188,0.136,-0.428,0.193,15.0,79.08,quality,20-10-25,-0.442,75.0,0.567,0.815,-0.271,🟢 Zero,7.54,45.35,0.21,1.79,,🟢 Excellent,🟢 Excellent,,9.2,29.3,62.5,,6.38,581.74,
OTLY,Oatly Group AB,Consumer Defensive,Europe,Growth,-0.235,,-0.3,-0.925,-0.671,-0.545,-35.0,0.0,quality,20-10-25,0.021,55.0,0.605,-0.515,0.0,🟢 Zero,0.22,-5.24,0.18,,53.23,🔴 Poor,🔴 Poor,,8.59,,,,-10.93,-17.01,
NEM,Newmont Corporation,Materials,US,Value,0.467,,0.881,0.452,-0.081,0.391,23.0,91.85,quality,20-10-25,0.157,76.7,0.192,0.228,0.034,🟢 Zero,1.37,41.65,0.48,1.05,33.19,🟢 Excellent,🟢 Excellent,,15.19,42.13,17.19,,39.06,5.11,
SPHR,Sphere Entertainment,Entertainment,US,Turnaround,0.465,,-0.189,-0.378,-0.563,-0.363,-20.0,23.66,quality,21-10-25,-0.71,58.3,0.352,-0.407,0.0,🟢 Zero,2.57,-11.51,0.41,,70.92,🟢 Excellent,🔴 Poor,,16.62,,,,-29.64,-6.45,
TSM,TSMC,Semiconductors,Asia,Blend,0.206,,0.043,0.935,0.32,0.618,28.0,100.0,quality,21-10-25,0.238,78.3,0.351,0.724,-0.507,🟢 Zero,1.48,62.77,1.63,0.49,-17.85,🟢 Excellent,🟢 Excellent,,22.17,25.05,32.47,,48.72,80.35,
BAKKA.OL,Bakkafrost,Food,Europe,Value,0.062,,-0.534,0.009,-0.112,-0.283,7.0,65.87,quality,21-10-25,-0.311,75.0,-0.263,-0.628,1.113,🟢 Zero,4.51,15.41,0.63,3.67,,🟢 Excellent,🟡 Good,,9.71,-12.02,80.46,,5.07,-0.22,
UBER,Uber Technologies,Mobility,US,Growth,-0.136,,0.452,0.101,-0.173,0.13,5.0,63.39,quality,21-10-25,0.511,65.0,-0.075,-0.07,0.0,🟢 Zero,0.7,18.57,0.51,1.27,,🔴 Poor,🟡 Good,,36.07,,15.88,,9.53,4.39,
GRAB,Grab Holdings,SuperApp,Asia,Growth,-0.191,,0.041,0.044,0.808,0.055,19.0,85.09,quality,21-10-25,-0.406,68.3,-1.211,0.367,0.0,🟢 Zero,6.55,23.67,1.14,0.5,39.09,🟢 Excellent,🟡 Good,,60.62,,280.25,,2.8,2.68,
ZTS,Zoetis,Healthcare,US,Blend,-0.082,,-0.296,0.594,-0.556,0.071,19.0,85.12,quality,21-10-25,-0.548,78.3,-0.309,-0.098,-0.574,🟢 Zero,1.12,31.21,0.58,2.3,111.7,🟡 Good,🟢 Excellent,,5.98,6.87,25.13,,37.51,3.42,
NU,Nu Holdings,Fintech,LatAm,Growth,0.0,,0.517,0.237,0.29,0.238,9.0,69.8,quality,21-10-25,-0.609,48.3,-0.231,0.497,0.0,🟢 Zero,1.71,43.95,,0.15,,🟢 Excellent,🟢 Excellent,,93.29,,32.45,,,5.1,
1211.HK,BYD Company,Automotive,China,Growth,-0.328,,0.335,-0.267,-0.112,-0.041,-12.0,36.63,quality,21-10-25,0.247,55.0,0.366,-0.086,-0.766,🟢 Zero,,,0.21,,,🔴 Poor,🔴 Poor,,53.2,136.45,12.67,,6.06,,
PYPL,PayPal,Fintech,US,Blend,-0.101,,-0.293,0.001,-0.14,-0.082,7.0,66.18,quality,21-10-25,-0.44,66.7,0.37,-0.022,0.0,🟢 Zero,1.3,18.78,0.14,1.63,,🟢 Excellent,🟡 Good,,7.82,-0.18,15.02,,19.08,7.9,
GOOGL,Alphabet,Tech,US,Blend,0.181,,-0.191,0.609,0.17,0.237,16.0,80.7,quality,21-10-25,0.188,71.7,-0.3,0.037,-0.51,🟢 Zero,1.16,36.0,0.26,0.19,,🟡 Good,🟢 Excellent,,10.75,9.61,26.68,,32.68,2.23,
PEP,PepsiCo,Consumer Defensive,US,Value,0.088,,-0.376,-0.002,-0.934,-0.201,3.0,59.76,quality,21-10-25,0.265,78.3,-0.015,-0.491,0.756,🟢 Zero,1.61,13.28,0.27,3.69,10.97,🟢 Excellent,🟠 Fair,,4.94,7.93,29.18,,13.5,3.37,
1810.HK,Xiaomi,Consumer Electronics,China,Growth,-0.449,,-0.157,-0.244,-0.139,-0.172,-15.0,31.75,quality,21-10-25,-0.205,48.3,-0.026,-0.088,0.0,🟢 Zero,,,0.19,,,🔴 Poor,🔴 Poor,,3.68,6.95,29.59,,7.49,,
MELI,MercadoLibre,Ecommerce/Fintech,LatAm,Growth,-0.312,,0.547,0.234,-0.289,0.29,23.0,91.7,quality,21-10-25,0.448,73.3,-0.46,0.428,-0.489,🟢 Zero,4.13,35.16,0.16,0.81,-38.69,🟢 Excellent,🟢 Excellent,,43.24,184.49,52.92,,12.3,6.78,
AMZN,Amazon,Ecommerce,US,Growth,-0.14,,-0.097,0.075,-0.224,-0.032,15.0,78.73,quality,21-10-25,0.604,71.7,-0.133,-0.36,0.0,🟢 Zero,1.72,18.08,0.44,1.08,-2.56,🟢 Excellent,🟡 Good,,10.74,21.1,33.87,,11.37,0.57,
MQ,Marqeta,Fintech,US,Growth,-0.457,,-0.207,-0.496,0.744,-0.208,-24.0,17.67,quality,21-10-25,0.399,63.3,0.093,-0.242,0.0,🟢 Zero,-0.84,9.86,2.49,0.24,-50.86,🔴 Poor,🟠 Fair,,-0.66,,,,-19.42,1.49,
ASR,Grupo Aeroportuario del Sureste,Infrastructure,LatAm,Value,-0.245,,-0.079,0.677,0.847,0.64,19.0,86.01,quality,21-10-25,0.888,78.3,0.979,0.804,0.827,🟢 Zero,1.19,48.94,3.41,1.14,-23.67,🟡 Good,🟢 Excellent,,18.59,31.32,12.29,,55.04,88.05,
ATAT,Atour Lifestyle,Hospitality,China,Growth,-0.087,,0.458,0.22,0.151,0.37,16.0,80.91,quality,21-10-25,1.015,76.7,0.317,0.352,-0.391,🟢 Zero,1.28,21.23,1.28,0.98,-45.78,🟢 Excellent,🟡 Good,,50.0,106.4,27.49,,22.23,32.65,
SE,Sea Ltd,Ecommerce/Fintech,Asia,Growth,-0.193,,0.204,-0.011,-0.149,0.053,15.0,78.86,quality,21-10-25,0.458,65.0,-0.629,0.081,0.0,🟢 Zero,3.8,23.55,0.21,0.9,-10.6,🟢 Excellent,🟡 Good,,19.1,,85.1,,7.49,,
TKO,TKO Group Holdings,Media & Sports,US,Blend,-0.065,,-0.053,0.197,-0.507,0.031,15.0,78.82,quality,21-10-25,0.278,71.7,-0.346,-0.099,0.209,🟢 Zero,3.75,20.26,0.78,3.84,,🟢 Excellent,🟡 Good,,39.55,-67.43,76.12,,21.64,4.58,
D05.SI,DBS Group Holdings Ltd,Bank,Singapour,Value,0.061,,-0.013,0.082,0.091,-0.007,-22.0,21.1,quality,21-10-25,-0.657,36.7,0.469,0.0,1.199,🟢 Zero,,,,,,🔴 Poor,🔴 Poor,,16.17,18.38,13.28,,,,
ABBNY,ABB Ltd,Industrials,Europe,Blend,0.036,,-0.383,-0.033,-0.269,-0.175,11.0,72.27,quality,21-10-25,0.053,75.0,-0.275,-0.329,-0.056,🟢 Zero,1.1,13.77,0.28,1.69,,🟡 Good,🟠 Fair,,4.31,-4.7,30.11,,16.01,2.8,
9766.T,Konami Group Corp,Entertainment,Asia,Blend,0.106,,-0.197,0.177,0.719,0.062,15.0,78.87,quality,21-10-25,0.009,75.0,-0.399,0.015,-0.569,🟢 Zero,1.41,24.85,2.53,0.56,,🟢 Excellent,🟡 Good,,12.07,10.87,41.21,,24.39,1.3,
LMND,Lemonade Inc,Fintech,US,Growth,-0.065,,0.054,-0.48,0.109,-0.32,-21.0,22.17,quality,21-10-25,-0.469,36.7,0.097,-0.399,0.0,🟢 Zero,0.06,-1.93,,,,🔴 Poor,🔴 Poor,,60.06,,,,,-0.58,
NVTS,Navitas Semiconductor,Semiconductors,US,Growth,1.104,,0.021,-1.944,1.097,-0.958,-10.0,38.32,quality,21-10-25,-0.983,55.0,-0.166,-0.527,0.0,🟢 Zero,0.39,-71.41,4.1,,100.16,🔴 Poor,🔴 Poor,,51.97,,,,-164.64,-1.58,
MHVYF,Mitsubishi Heavy Industries,Industrials,Asia,Value,0.321,,-0.188,0.136,-0.428,0.194,15.0,79.08,quality,21-10-25,-0.442,75.0,0.591,0.815,-0.271,🟢 Zero,7.54,45.35,0.21,1.79,,🟢 Excellent,🟢 Excellent,,9.2,29.3,58.1,,6.38,613.0,
OTLY,Oatly Group AB,Consumer Defensive,Europe,Growth,-0.111,,-0.3,-0.925,-0.671,-0.545,-35.0,0.0,quality,21-10-25,0.021,55.0,0.608,-0.515,0.0,🟢 Zero,0.22,-5.24,0.18,,53.23,🔴 Poor,🔴 Poor,,8.59,,,,-10.93,-15.52,
NEM,Newmont Corporation,Materials,US,Value,0.332,,0.881,0.452,-0.081,0.397,23.0,91.86,quality,21-10-25,0.157,76.7,0.244,0.24,0.028,🟢 Zero,1.37,41.65,0.48,1.05,33.19,🟢 Excellent,🟢 Excellent,,15.19,42.13,15.62,,39.06,5.62,
